	Score	totalLenHits	fracTranscriptHit	longestHit	seqName
46	145.6724397587668	2407	0.6565739225313694	1639	>ENSMUST00000212567.1|ENSMUSG00000110607.1|OTTMUSG00000061950.1|OTTMUST00000151214.1|RP24-178J22.4-001|RP24-178J22.4|3666|
47	145.2489291673346	3640	0.8526587022721949	3247	>ENSMUST00000181905.1|ENSMUSG00000097368.2|OTTMUSG00000056240.1|OTTMUST00000138989.1|RP23-304I24.1-002|RP23-304I24.1|4269|
48	144.61904284261345	3710	0.6763901549680948	2718	>ENSMUST00000181258.1|ENSMUSG00000097816.1|OTTMUSG00000057674.1|OTTMUST00000141712.1|RP24-226D9.2-001|RP24-226D9.2|5485|
49	144.31833564539374	2830	0.9789000345901072	2830	>ENSMUST00000129723.1|ENSMUSG00000085830.1|OTTMUSG00000011935.1|OTTMUST00000028198.1|RP23-132N23.21-001|Grin1os|2891|
50	143.8389266515516	1971	0.26563342318059296	692	>ENSMUST00000186174.7|ENSMUSG00000047935.17|OTTMUSG00000046190.2|OTTMUST00000120477.2|RP24-473D4.1-001|RP24-473D4.1|7420|
51	143.26512949485888	2153	0.8650060265166734	2146	>ENSMUST00000183235.1|ENSMUSG00000097960.1|OTTMUSG00000043041.1|OTTMUST00000112975.1|RP23-418G1.1-001|RP23-418G1.1|2489|
52	143.2301204485565	3194	0.25642260757867696	908	>ENSMUST00000206521.2|ENSMUSG00000108448.2|OTTMUSG00000058377.2|OTTMUST00000143379.2|RP23-235M8.7-001|RP23-235M8.7|12456|
53	142.90297441885275	2251	0.6402161547212741	1083	>ENSMUST00000203287.2|ENSMUSG00000108037.2|OTTMUSG00000056699.1|OTTMUST00000139938.1|RP24-503A2.6-002|RP24-503A2.6|3516|
54	141.9959090413164	2535	0.7265692175408427	1406	>ENSMUST00000141923.1|ENSMUSG00000006462.6|OTTMUSG00000016306.1|OTTMUST00000039184.1|RP24-151H6.2-001|RP24-151H6.2|3489|
55	141.89341118047525	1976	0.5178197064989518	1446	>ENSMUST00000209810.1|ENSMUSG00000110115.1|OTTMUSG00000060496.1|OTTMUST00000147995.1|RP23-60O3.4-001|RP23-60O3.4|3816|
56	141.18875310514466	1969	0.6189877397044954	931	>ENSMUST00000140883.6|ENSMUSG00000108037.2|OTTMUSG00000056699.1|OTTMUST00000139939.1|RP24-503A2.6-001|RP24-503A2.6|3181|
57	141.1865785619782	2816	0.7923466516601013	2464	>ENSMUST00000093229.5|ENSMUSG00000069925.6|OTTMUSG00000061976.1|-|4932416K20Rik-201|RP24-81G20.3|3554|
58	140.63076740268184	2818	0.7924634420697413	2466	>ENSMUST00000212832.1|ENSMUSG00000069925.6|OTTMUSG00000061976.1|OTTMUST00000151321.1|RP24-81G20.3-001|RP24-81G20.3|3556|
59	140.08336643943085	2203	0.5356187697544371	939	>ENSMUST00000202022.3|ENSMUSG00000107271.3|OTTMUSG00000026848.1|OTTMUST00000066389.1|AC114420.2-001|AC114420.2|4113|
60	139.4839631410323	2911	0.5399740307920609	1016	>ENSMUST00000145389.2|ENSMUSG00000085224.2|OTTMUSG00000012072.2|OTTMUST00000028723.2|RP23-442G9.5-001|RP23-442G9.5|5391|
61	139.19612374747194	1091	0.20492111194590534	498	>ENSMUST00000225172.1|ENSMUSG00000114433.1|OTTMUSG00000068480.1|OTTMUST00000165560.1|RP24-441F24.2-003|RP24-441F24.2|5324|
62	139.15754350382872	1791	0.6725497559143823	975	>ENSMUST00000225021.1|ENSMUSG00000114430.1|OTTMUSG00000068640.1|OTTMUST00000165923.1|RP23-180F3.5-001|RP23-180F3.5|2663|
63	138.43750338851487	3492	0.9006964147536756	1698	>ENSMUST00000181211.1|ENSMUSG00000097233.1|-|-|Gm17552-201|Gm17552|3877|
64	138.3199983228169	2395	0.7244404113732608	1200	>ENSMUST00000212334.1|ENSMUSG00000110523.1|OTTMUSG00000061864.1|OTTMUST00000150971.1|RP24-94F12.2-002|RP24-94F12.2|3306|
65	137.10462870504307	2121	0.7416083916083916	2121	>ENSMUST00000163245.1|ENSMUSG00000092412.1|OTTMUSG00000037202.1|OTTMUST00000095914.1|RP24-225N8.5-001|RP24-225N8.5|2860|
66	135.94254841797664	2887	0.5398279730740464	652	>ENSMUST00000222202.1|ENSMUSG00000113515.1|OTTMUSG00000067185.1|OTTMUST00000162767.1|RP23-213G18.5-001|RP23-213G18.5|5348|
67	134.84771010049687	2204	0.37495746852670975	787	>ENSMUST00000212621.1|ENSMUSG00000110542.1|OTTMUSG00000061854.1|OTTMUST00000150934.1|RP23-100C12.2-001|RP23-100C12.2|5878|
68	133.77413149604354	1201	0.6609796367638965	740	>ENSMUST00000181959.1|ENSMUSG00000097374.1|-|-|Gm26874-201|Gm26874|1817|
69	132.63908712289503	1797	0.67152466367713	965	>ENSMUST00000226114.1|ENSMUSG00000114452.1|OTTMUSG00000068190.1|OTTMUST00000164822.1|RP23-43E21.1-004|RP23-43E21.1|2676|
70	132.45634385802032	2101	0.6749116607773852	1407	>ENSMUST00000097750.2|ENSMUSG00000073686.2|OTTMUSG00000047135.1|OTTMUST00000121965.1|RP23-173K14.1-001|RP23-173K14.1|3113|
71	132.30240711776446	2424	0.4456701599558742	1088	>ENSMUST00000205846.1|ENSMUSG00000108752.1|OTTMUSG00000058107.1|OTTMUST00000142676.1|RP23-385F8.3-001|RP23-385F8.3|5439|
72	132.27976867881227	2788	0.8715223507346046	2572	>ENSMUST00000181077.1|ENSMUSG00000097764.1|-|-|Gm26635-201|Gm26635|3199|
73	131.9916573548669	2943	0.6983863312766967	2091	>ENSMUST00000200763.1|ENSMUSG00000106802.1|OTTMUSG00000055744.1|OTTMUST00000137942.1|RP24-359H20.3-001|RP24-359H20.3|4214|
74	131.92693800807842	1758	0.5064822817631807	1141	>ENSMUST00000201893.1|ENSMUSG00000107029.1|OTTMUSG00000055906.1|OTTMUST00000138289.1|RP23-423A22.3-001|RP23-423A22.3|3471|
75	131.6894498219806	1031	0.358983286908078	492	>ENSMUST00000177896.7|ENSMUSG00000079179.9|OTTMUSG00000042347.2|OTTMUST00000111606.1|RP23-317B21.1-003|Rab10os|2872|
76	131.60696579525882	2114	0.4313405427463783	673	>ENSMUST00000199958.1|ENSMUSG00000105703.2|OTTMUSG00000053875.2|OTTMUST00000134056.1|RP24-378G4.3-001|RP24-378G4.3|4901|
77	131.02053471081217	3310	0.6327662014911107	1720	>ENSMUST00000185727.1|ENSMUSG00000099519.1|OTTMUSG00000048529.1|OTTMUST00000124354.1|RP23-321N22.4-001|RP23-321N22.4|5231|
78	131.0129097407446	1513	0.5595414201183432	1061	>ENSMUST00000202522.1|ENSMUSG00000106749.1|OTTMUSG00000055767.1|OTTMUST00000138013.1|RP24-79P8.1-001|RP24-79P8.1|2704|
79	129.4970303920452	1605	0.2946576096934092	759	>ENSMUST00000189288.1|ENSMUSG00000100658.1|OTTMUSG00000049387.1|OTTMUST00000125890.1|RP23-217K18.4-001|RP23-217K18.4|5447|
80	129.29367537949793	1716	0.2620647525962126	584	>ENSMUST00000200956.1|ENSMUSG00000107352.1|OTTMUSG00000055472.1|OTTMUST00000137300.1|RP24-80F7.3-001|RP24-80F7.3|6548|
81	128.9788065135196	3029	0.6013500099265435	979	>ENSMUST00000203013.1|ENSMUSG00000108171.1|OTTMUSG00000056860.1|OTTMUST00000140257.1|RP23-259J8.9-001|RP23-259J8.9|5037|
82	128.873744566862	1782	0.2755102040816326	1429	>ENSMUST00000194203.1|ENSMUSG00000104466.1|OTTMUSG00000047997.1|OTTMUST00000123388.1|RP23-183E7.1-001|RP23-183E7.1|6468|
83	128.22774239854024	1763	0.46925738621240354	1747	>ENSMUST00000137673.2|ENSMUSG00000087001.2|OTTMUSG00000022530.2|OTTMUST00000053960.2|RP23-100I21.1-001|RP23-100I21.1|3757|
84	128.09546110400333	2450	0.5664739884393064	2450	>ENSMUST00000150953.1|ENSMUSG00000086296.2|OTTMUSG00000034700.1|OTTMUST00000088121.1|RP23-441D9.4-002|RP23-441D9.4|4325|
85	127.7535993099475	1696	0.31366746809691143	847	>ENSMUST00000131345.7|ENSMUSG00000086968.8|OTTMUSG00000033696.3|OTTMUST00000084875.1|AC079042.1-001|AC079042.1|5407|
86	127.66790910560121	2533	0.7445620223398001	2533	>ENSMUST00000204811.1|ENSMUSG00000085782.2|OTTMUSG00000024541.2|OTTMUST00000142209.1|RP23-321M22.2-003|RP23-321M22.2|3402|
87	127.41843150284116	1718	0.4519863193896343	743	>ENSMUST00000061823.2|ENSMUSG00000045928.2|OTTMUSG00000058196.1|OTTMUST00000142903.1|RP24-409P4.2-003|RP24-409P4.2|3801|
88	125.3694960992517	1787	0.53438995215311	772	>ENSMUST00000198636.1|ENSMUSG00000105973.1|OTTMUSG00000054902.1|OTTMUST00000136066.1|RP24-188G23.3-001|RP24-188G23.3|3344|
89	124.99068377868775	1888	0.4202092143334075	905	>ENSMUST00000124738.1|ENSMUSG00000085667.1|OTTMUSG00000009742.1|OTTMUST00000022519.1|RP23-13A13.4-002|RP23-13A13.4|4493|
90	124.86101000333868	1725	0.5108084098312111	1246	>ENSMUST00000181126.1|ENSMUSG00000097596.1|OTTMUSG00000056737.1|OTTMUST00000140009.1|RP23-176M22.6-001|RP23-176M22.6|3377|
91	123.90690612159483	905	0.583118556701031	459	>ENSMUST00000140238.1|ENSMUSG00000085417.1|OTTMUSG00000015064.1|OTTMUST00000035766.1|RP23-397A17.1-001|RP23-397A17.1|1552|
92	123.78644717618772	2645	0.6040191824617492	2198	>ENSMUST00000210339.1|ENSMUSG00000110304.1|OTTMUSG00000061505.1|OTTMUST00000150058.1|RP23-382M10.4-001|RP23-382M10.4|4379|
93	123.65231506806435	2790	0.7575346185175129	2388	>ENSMUST00000181119.1|ENSMUSG00000097294.1|-|-|Gm26888-201|Gm26888|3683|
94	122.97783426059596	2347	0.778183023872679	1326	>ENSMUST00000202662.1|ENSMUSG00000107335.1|OTTMUSG00000055854.1|OTTMUST00000138205.1|RP23-38B15.1-001|RP23-38B15.1|3016|
95	122.67549998124582	1166	0.5186832740213523	949	>ENSMUST00000213560.1|ENSMUSG00000111854.1|OTTMUSG00000063592.1|OTTMUST00000154865.1|RP23-11B13.4-001|RP23-11B13.4|2248|
96	122.10255920710915	2300	0.86174597227426	1693	>ENSMUST00000206516.1|ENSMUSG00000108402.1|OTTMUSG00000058630.1|OTTMUST00000143974.1|RP23-325D10.4-001|RP23-325D10.4|2669|
97	122.06452190099799	2245	0.7935666313184871	1612	>ENSMUST00000203115.1|ENSMUSG00000107397.1|OTTMUSG00000057940.1|OTTMUST00000142245.1|RP24-239L16.4-001|RP24-239L16.4|2829|
98	121.01949526607554	1470	0.35906204201270153	634	>ENSMUST00000176556.1|ENSMUSG00000093460.9|OTTMUSG00000040061.5|OTTMUST00000104029.1|RP24-68F22.5-002|Six3os1|4094|
99	120.5725672887537	947	0.1360632183908046	298	>ENSMUST00000194534.1|ENSMUSG00000104339.1|OTTMUSG00000052218.1|OTTMUST00000130320.1|RP23-380F8.2-001|RP23-380F8.2|6960|
100	119.8203491225953	1800	0.4766949152542373	548	>ENSMUST00000069741.3|ENSMUSG00000055944.3|OTTMUSG00000044398.1|OTTMUST00000116875.1|RP24-276N7.4-001|RP24-276N7.4|3776|
101	119.54053536449692	1245	0.6654195617316943	1059	>ENSMUST00000222964.1|ENSMUSG00000113334.1|OTTMUSG00000067385.1|OTTMUST00000163167.1|RP23-376D8.3-001|RP23-376D8.3|1871|
102	118.82026564496435	1100	0.5440158259149357	560	>ENSMUST00000202128.1|ENSMUSG00000085971.4|OTTMUSG00000021229.3|OTTMUST00000137605.1|AC158782.7-002|AC158782.7|2022|
103	118.60197515444634	2540	0.774390243902439	2540	>ENSMUST00000188730.6|ENSMUSG00000064043.13|OTTMUSG00000046197.2|OTTMUST00000123102.1|RP23-332P1.5-004|Trerf1|3280|
104	118.04973769250273	1789	0.4584828293182983	724	>ENSMUST00000205557.1|ENSMUSG00000108460.1|OTTMUSG00000058559.1|OTTMUST00000143793.1|RP23-256J14.2-001|RP23-256J14.2|3902|
105	117.22338473640029	2361	0.7253456221198157	2350	>ENSMUST00000191153.6|ENSMUSG00000064043.13|OTTMUSG00000046197.2|OTTMUST00000123101.1|RP23-332P1.5-003|Trerf1|3255|
106	117.0189252904629	1578	0.7973724103082365	998	>ENSMUST00000212077.1|ENSMUSG00000110656.1|OTTMUSG00000061848.1|OTTMUST00000150913.1|RP23-354I24.7-001|RP23-354I24.7|1979|
107	116.91795410220402	2455	1.0	2455	>ENSMUST00000143649.1|ENSMUSG00000087684.1|OTTMUSG00000016309.1|OTTMUST00000039189.1|RP24-151H6.5-001|RP24-151H6.5|2455|
108	116.37025383161108	1783	0.4558936333418563	1783	>ENSMUST00000223707.1|ENSMUSG00000114384.1|OTTMUSG00000068363.1|OTTMUST00000165233.1|RP24-196J17.4-004|RP24-196J17.4|3911|
109	116.36793247149399	2203	0.3877155931010208	1659	>ENSMUST00000185501.1|ENSMUSG00000099930.1|OTTMUSG00000045612.2|OTTMUST00000121435.1|RP24-529L21.3-002|RP24-529L21.3|5682|
110	116.33278232217015	1420	0.6123329021129797	635	>ENSMUST00000188201.1|ENSMUSG00000101588.1|OTTMUSG00000048330.1|OTTMUST00000123960.1|RP24-89G21.2-001|RP24-89G21.2|2319|
111	115.74437162259807	1245	0.24599881446354474	472	>ENSMUST00000222644.1|ENSMUSG00000113415.1|OTTMUSG00000066413.1|OTTMUST00000161354.1|RP24-335J14.1-002|RP24-335J14.1|5061|
112	115.17777081783453	1552	0.5095206828627709	1155	>ENSMUST00000191632.1|ENSMUSG00000102260.1|OTTMUSG00000044920.1|OTTMUST00000118071.1|RP24-281O20.2-001|RP24-281O20.2|3046|
113	114.74182765519649	2152	0.5073078736445074	1468	>ENSMUST00000185121.7|ENSMUSG00000100162.2|OTTMUSG00000069636.1|OTTMUST00000168365.1|RP23-171A13.14-001|RP23-171A13.14|4242|
114	114.65068142715056	925	0.4697816150330117	812	>ENSMUST00000207774.1|ENSMUSG00000109115.1|OTTMUSG00000059486.1|OTTMUST00000145954.1|RP24-78M9.2-001|RP24-78M9.2|1969|
115	114.637722106801	1702	0.5527768756089639	620	>ENSMUST00000216269.1|ENSMUSG00000111094.1|OTTMUSG00000062609.1|OTTMUST00000152493.1|RP24-499N24.4-001|RP24-499N24.4|3079|
116	114.1948131775489	2815	0.6227876106194691	1354	>ENSMUST00000184420.1|ENSMUSG00000099137.1|OTTMUSG00000044655.1|OTTMUST00000117471.1|RP23-308M1.2-001|RP23-308M1.2|4520|
117	113.76473944295827	1323	0.3268280632411067	676	>ENSMUST00000201648.1|ENSMUSG00000107178.1|OTTMUSG00000055514.1|OTTMUST00000137410.1|RP24-333I1.5-001|RP24-333I1.5|4048|
118	113.240789770236	1528	0.5146513977770293	986	>ENSMUST00000123882.1|ENSMUSG00000086050.1|OTTMUSG00000029404.1|OTTMUST00000072873.1|RP23-284L12.1-001|RP23-284L12.1|2969|
119	113.23237894188686	3240	0.6374188471375172	1324	>ENSMUST00000208229.1|ENSMUSG00000109314.1|OTTMUSG00000059154.1|OTTMUST00000145088.1|RP23-360N1.4-001|RP23-360N1.4|5083|
120	113.16571814152186	1056	0.25041498695755277	873	>ENSMUST00000199515.1|ENSMUSG00000106443.1|OTTMUSG00000054108.1|OTTMUST00000134440.1|RP23-333I5.7-001|RP23-333I5.7|4217|
121	113.10105740864816	2606	0.5733773377337734	1344	>ENSMUST00000221531.1|ENSMUSG00000113710.1|OTTMUSG00000067696.1|OTTMUST00000163805.1|RP23-153J5.2-001|RP23-153J5.2|4545|
122	112.84078016685203	1980	0.8768821966341895	1634	>ENSMUST00000202960.1|ENSMUSG00000107240.1|OTTMUSG00000056066.1|OTTMUST00000138632.1|RP24-132L16.13-001|RP24-132L16.13|2258|
123	112.52470471837546	1749	0.4422250316055626	1157	>ENSMUST00000181251.1|ENSMUSG00000097566.1|-|-|A930024N18Rik-201|A930024N18Rik|3955|
124	112.23277532725501	3148	0.5337402509325195	1439	>ENSMUST00000191688.1|ENSMUSG00000102856.1|OTTMUSG00000049118.1|OTTMUST00000125397.1|RP23-122P5.3-001|RP23-122P5.3|5898|
125	111.3295318154178	1818	0.6594124047878128	965	>ENSMUST00000225276.1|ENSMUSG00000114452.1|OTTMUSG00000068190.1|OTTMUST00000164823.1|RP23-43E21.1-003|RP23-43E21.1|2757|
126	111.16342493638285	974	0.5502824858757062	974	>ENSMUST00000198292.1|ENSMUSG00000104724.1|OTTMUSG00000052986.1|OTTMUST00000132567.1|RP24-428N8.5-001|RP24-428N8.5|1770|
127	111.11953863114974	1481	0.3624571708272149	710	>ENSMUST00000225503.1|ENSMUSG00000114649.1|OTTMUSG00000067829.1|OTTMUST00000164059.1|RP23-471B6.7-001|RP23-471B6.7|4086|
128	110.8659481802581	1494	0.3829787234042553	770	>ENSMUST00000226323.1|ENSMUSG00000115834.1|OTTMUSG00000070338.1|OTTMUST00000170194.1|RP23-41B9.1-001|RP23-41B9.1|3901|
129	110.57818659469046	1473	0.2985407377381435	602	>ENSMUST00000186025.1|ENSMUSG00000044694.2|OTTMUSG00000045938.1|OTTMUST00000120001.1|RP24-173L14.2-001|RP24-173L14.2|4934|
130	110.57212865119163	3324	0.6290688872066617	1758	>ENSMUST00000180864.1|ENSMUSG00000097660.1|-|-|Gm26762-201|Gm26762|5284|
131	110.55018110484093	1285	0.22942331726477413	453	>ENSMUST00000177220.7|ENSMUSG00000093460.9|OTTMUSG00000040061.5|OTTMUST00000104027.2|RP24-68F22.5-001|Six3os1|5601|
132	110.20300712477729	1396	0.4789022298456261	965	>ENSMUST00000224431.1|ENSMUSG00000114452.1|OTTMUSG00000068190.1|OTTMUST00000164821.1|RP23-43E21.1-001|RP23-43E21.1|2915|
133	109.91326541713192	1575	0.25297141021522646	511	>ENSMUST00000225485.1|ENSMUSG00000114623.1|OTTMUSG00000068394.1|OTTMUST00000165313.1|RP24-245L7.4-002|RP24-245L7.4|6226|
134	109.63207402787941	1046	0.5922989807474519	699	>ENSMUST00000180926.2|ENSMUSG00000097079.2|OTTMUSG00000059213.1|OTTMUST00000145303.1|RP23-96N11.5-001|RP23-96N11.5|1766|
